

Microchip Technology PIC PRO Macro Assembler V2.00 build -1524193055 
                                                                                               Thu Apr 11 11:59:54 2019

Microchip Technology Omniscient Code Generator v2.00 (PRO mode) build 20180527130849
     1                           	processor	16F15344
     2                           	opt	pw 120
     3                           	opt	pm
     4                           	psect	nvCOMMON,global,class=COMMON,space=1,delta=1
     5                           	psect	nvBANK0,global,class=BANK0,space=1,delta=1
     6                           	psect	cinit,global,class=CODE,merge=1,delta=2
     7                           	psect	bssCOMMON,global,class=COMMON,space=1,delta=1
     8                           	psect	bssBANK0,global,class=BANK0,space=1,delta=1
     9                           	psect	clrtext,global,class=CODE,delta=2
    10                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
    11                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1
    12                           	psect	text2,local,class=CODE,merge=1,delta=2
    13                           	psect	text5,local,class=CODE,merge=1,delta=2
    14                           	psect	swtext1,local,class=CONST,delta=2
    15                           	psect	text26,local,class=CODE,merge=1,delta=2
    16                           	psect	text28,local,class=CODE,merge=1,delta=2
    17                           	psect	text29,local,class=CODE,merge=1,delta=2
    18                           	psect	text36,local,class=CODE,merge=1,delta=2
    19                           	psect	text40,local,class=CODE,merge=1,delta=2
    20                           	psect	text41,local,class=CODE,merge=1,delta=2
    21                           	psect	text43,local,class=CODE,merge=1,delta=2
    22                           	psect	text45,local,class=CODE,merge=1,delta=2
    23                           	psect	text55,local,class=CODE,merge=1,delta=2
    24                           	psect	intentry,global,class=CODE,delta=2
    25                           	psect	text61,local,class=CODE,merge=1,delta=2
    26                           	psect	text62,local,class=CODE,merge=1,delta=2
    27                           	psect	text63,local,class=CODE,merge=1,delta=2
    28                           	psect	text65,local,class=CODE,merge=1,delta=2
    29                           	psect	text66,local,class=CODE,merge=1,delta=2
    30                           	psect	text69,local,class=CODE,merge=1,delta=2
    31                           	psect	text71,local,class=CODE,merge=1,delta=2
    32                           	psect	text72,local,class=CODE,merge=1,delta=2
    33                           	psect	text75,local,class=CODE,merge=1,delta=2
    34                           	psect	text77,local,class=CODE,merge=1,delta=2
    35                           	psect	text78,local,class=CODE,merge=1,delta=2
    36                           	psect	text79,local,class=CODE,merge=1,delta=2
    37                           	psect	text80,local,class=CODE,merge=1,delta=2
    38                           	psect	text81,local,class=CODE,merge=1,delta=2
    39                           	psect	pa_nodes0,global,class=CODE,delta=2
    40                           	dabs	1,0x7E,2
    41  0000                     
    42                           ; Version 2.00
  9686  05D2                     __end_of_led3On:	
  9687  05D2                     __ptext14:	
  9688 ;; *************** function _led4On *****************
  9689 ;; Defined at:
  9690 ;;		line 241 in file "app.c"
  9691 ;; Parameters:    Size  Location     Type
  9692 ;;		None
  9693 ;; Auto vars:     Size  Location     Type
  9694 ;;		None
  9695 ;; Return value:  Size  Location     Type
  9696 ;;                  1    wreg      void 
  9697 ;; Registers used:
  9698 ;;		wreg, status,2, status,0, pclath, cstack
  9699 ;; Tracked objects:
  9700 ;;		On entry : 0/6
  9701 ;;		On exit  : 3F/7
  9702 ;;		Unchanged: 0/0
  9703 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
  9704 ;;      Params:         0       0       0       0       0       0       0       0
  9705 ;;      Locals:         0       0       0       0       0       0       0       0
  9706 ;;      Temps:          0       0       0       0       0       0       0       0
  9707 ;;      Totals:         0       0       0       0       0       0       0       0
  9708 ;;Total ram usage:        0 bytes
  9709 ;; Hardware stack levels used:    1
  9710 ;; Hardware stack levels required when called:    6
  9711 ;; This function calls:
  9712 ;;		_PWM6_LoadDutyValue
  9713 ;; This function is called by:
  9714 ;;		_welcomeLeds
  9715 ;;		_ledBatteryCharged
  9716 ;;		_ledBatteryCharging
  9717 ;;		_ledMinutes
  9718 ;;		_ledDrinkAlert
  9719 ;;		_ledSip
  9720 ;;		_ledSave
  9721 ;; This function uses a non-reentrant model
  9722 ;;
  9723                           
  9724                           
  9725                           ;psect for function _led4On
  9726  05D2                     _led4On:	
  9727  05D2                     l3895:	
  9728                           ;incstack = 0
  9729                           ; Regs used in _led4On: [wreg+status,2+status,0+pclath+cstack]
  9730                           
  9731                           
  9732                           ;app.c: 243:     PWM6_LoadDutyValue(100);
  9733  05D2  3064               	movlw	100
  9734  05D3  0140               	movlb	0	; select bank0
  9735  05D4  00C8               	movwf	PWM6_LoadDutyValue@dutyValue
  9736  05D5  01C9               	clrf	PWM6_LoadDutyValue@dutyValue+1
  9737  05D6  2EBB               	ljmp	l3865
  9738  05D7                     __end_of_led4On:	
  9739  05D7                     __ptext25:	
  9740 ;; *************** function _PWM3_LoadDutyValue *****************
  9741 ;; Defined at:
  9742 ;;		line 72 in file "mcc_generated_files/pwm3.c"
  9743 ;; Parameters:    Size  Location     Type
  9744 ;;  dutyValue       2    0[BANK0 ] unsigned int 
  9745 ;; Auto vars:     Size  Location     Type
  9746 ;;		None
  9747 ;; Return value:  Size  Location     Type
  9748 ;;                  1    wreg      void 
  9749 ;; Registers used:
  9750 ;;		wreg, status,2, status,0
  9751 ;; Tracked objects:
  9752 ;;		On entry : 3F/0
  9753 ;;		On exit  : 3F/6
  9754 ;;		Unchanged: 0/0
  9755 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
  9756 ;;      Params:         0       2       0       0       0       0       0       0
  9757 ;;      Locals:         0       0       0       0       0       0       0       0
  9758 ;;      Temps:          0       2       0       0       0       0       0       0
  9759 ;;      Totals:         0       4       0       0       0       0       0       0
  9760 ;;Total ram usage:        4 bytes
  9761 ;; Hardware stack levels used:    1
  9762 ;; Hardware stack levels required when called:    5
  9763 ;; This function calls:
  9764 ;;		Nothing
  9765 ;; This function is called by:
  9766 ;;		_led1On
  9767 ;;		_led1Off
  9768 ;;		_ledBatteryLow
  9769 ;;		_ledRestore
  9770 ;; This function uses a non-reentrant model
  9771 ;;
  9772                           
  9773                           
  9774                           ;psect for function _PWM3_LoadDutyValue
  9775  05D7                     _PWM3_LoadDutyValue:	
  9776  05D7                     l3859:	
  9777                           ;incstack = 0
  9778                           ; Regs used in _PWM3_LoadDutyValue: [wreg+status,2+status,0]
  9779                           
  9780                           
  9781                           ;mcc_generated_files/pwm3.c: 72:  void PWM3_LoadDutyValue(uint16_t dutyValue);mcc_genera
      +                          ted_files/pwm3.c: 73:  {;mcc_generated_files/pwm3.c: 75:      PWM3DCH = (dutyValue & 0x0
      +                          3FC)>>2;
  9782  05D7  0849               	movf	PWM3_LoadDutyValue@dutyValue+1,w
  9783  05D8  00CB               	movwf	??_PWM3_LoadDutyValue+1
  9784  05D9  0848               	movf	PWM3_LoadDutyValue@dutyValue,w
  9785  05DA  00CA               	movwf	??_PWM3_LoadDutyValue
  9786  05DB  36CB               	lsrf	??_PWM3_LoadDutyValue+1,f
  9787  05DC  0CCA               	rrf	??_PWM3_LoadDutyValue,f
  9788  05DD  36CB               	lsrf	??_PWM3_LoadDutyValue+1,f
  9789  05DE  0CCA               	rrf	??_PWM3_LoadDutyValue,f
  9790  05DF  084A               	movf	??_PWM3_LoadDutyValue,w
  9791  05E0  0146               	movlb	6	; select bank6
  9792  05E1  0095               	movwf	21	;volatile
  9793                           
  9794                           ;mcc_generated_files/pwm3.c: 78:      PWM3DCL = (dutyValue & 0x0003)<<6;
  9795  05E2  0140               	movlb	0	; select bank0
  9796  05E3  0848               	movf	PWM3_LoadDutyValue@dutyValue,w
  9797  05E4  3903               	andlw	3
  9798  05E5  00CA               	movwf	??_PWM3_LoadDutyValue
  9799  05E6  0CCA               	rrf	??_PWM3_LoadDutyValue,f
  9800  05E7  0CCA               	rrf	??_PWM3_LoadDutyValue,f
  9801  05E8  0C4A               	rrf	??_PWM3_LoadDutyValue,w
  9802  05E9  39C0               	andlw	192
  9803  05EA  0146               	movlb	6	; select bank6
  9804  05EB  0094               	movwf	20	;volatile
  9805  05EC  0008               	return
  9806  05ED                     l4331:	
  9807                           
  9808                           ;app.c: 340:     {;app.c: 341:         led1On();
  9809  05ED  25B3  3180         	fcall	_led1On
  9810                           
  9811                           ;app.c: 342:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9812  05EF  3082               	movlw	130
  9813  05F0  0140               	movlb	0	; select bank0
  9814  05F1  00CC               	movwf	??_ledBatteryCharging
  9815  05F2  30DD               	movlw	221
  9816  05F3                     u2797:	
  9817  05F3  0B89               	decfsz	9,f
  9818  05F4  2DF3               	goto	u2797
  9819  05F5  0BCC               	decfsz	??_ledBatteryCharging,f
  9820  05F6  2DF3               	goto	u2797
  9821  05F7  3200               	nop2
  9822                           
  9823                           ;app.c: 343:         led1Off();
  9824  05F8  25C4  3180         	fcall	_led1Off
  9825                           
  9826                           ;app.c: 344:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9827  05FA  3082               	movlw	130
  9828  05FB  0140               	movlb	0	; select bank0
  9829  05FC  00CC               	movwf	??_ledBatteryCharging
  9830  05FD  30DD               	movlw	221
  9831  05FE                     u2807:	
  9832  05FE  0B89               	decfsz	9,f
  9833  05FF  2DFE               	goto	u2807
  9834  0600  0BCC               	decfsz	??_ledBatteryCharging,f
  9835  0601  2DFE               	goto	u2807
  9836  0602  3200               	nop2
  9837                           
  9838                           ;app.c: 345:         led1On();
  9839  0603  25B3  3180         	fcall	_led1On
  9840                           
  9841                           ;app.c: 346:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9842  0605  3082               	movlw	130
  9843  0606  0140               	movlb	0	; select bank0
  9844  0607  00CC               	movwf	??_ledBatteryCharging
  9845  0608  30DD               	movlw	221
  9846  0609                     u2817:	
  9847  0609  0B89               	decfsz	9,f
  9848  060A  2E09               	goto	u2817
  9849  060B  0BCC               	decfsz	??_ledBatteryCharging,f
  9850  060C  2E09               	goto	u2817
  9851  060D  3200               	nop2
  9852                           
  9853                           ;app.c: 347:         led1Off();
  9854  060E  2DC4               	ljmp	l3881
  9855  060F                     l4349:	
  9856                           
  9857                           ;app.c: 356:     {;app.c: 357:         led2On();
  9858  060F  25C8  3180         	fcall	_led2On
  9859                           
  9860                           ;app.c: 358:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9861  0611  3082               	movlw	130
  9862  0612  0140               	movlb	0	; select bank0
  9863  0613  00CC               	movwf	??_ledBatteryCharging
  9864  0614  30DD               	movlw	221
  9865  0615                     u2837:	
  9866  0615  0B89               	decfsz	9,f
  9867  0616  2E15               	goto	u2837
  9868  0617  0BCC               	decfsz	??_ledBatteryCharging,f
  9869  0618  2E15               	goto	u2837
  9870  0619  3200               	nop2
  9871                           
  9872                           ;app.c: 359:         led2Off();
  9873  061A  25B8  3180         	fcall	_led2Off
  9874                           
  9875                           ;app.c: 360:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9876  061C  3082               	movlw	130
  9877  061D  0140               	movlb	0	; select bank0
  9878  061E  00CC               	movwf	??_ledBatteryCharging
  9879  061F  30DD               	movlw	221
  9880  0620                     u2847:	
  9881  0620  0B89               	decfsz	9,f
  9882  0621  2E20               	goto	u2847
  9883  0622  0BCC               	decfsz	??_ledBatteryCharging,f
  9884  0623  2E20               	goto	u2847
  9885  0624  3200               	nop2
  9886                           
  9887                           ;app.c: 361:         led2On();
  9888  0625  25C8  3180         	fcall	_led2On
  9889                           
  9890                           ;app.c: 362:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9891  0627  3082               	movlw	130
  9892  0628  0140               	movlb	0	; select bank0
  9893  0629  00CC               	movwf	??_ledBatteryCharging
  9894  062A  30DD               	movlw	221
  9895  062B                     u2857:	
  9896  062B  0B89               	decfsz	9,f
  9897  062C  2E2B               	goto	u2857
  9898  062D  0BCC               	decfsz	??_ledBatteryCharging,f
  9899  062E  2E2B               	goto	u2857
  9900  062F  3200               	nop2
  9901                           
  9902                           ;app.c: 363:         led2Off();
  9903  0630  25B8  3180         	fcall	_led2Off
  9904                           
  9905                           ;app.c: 364:         led1Off();
  9906  0632  2DC4               	ljmp	l3881
  9907  0633                     l4367:	
  9908                           
  9909                           ;app.c: 373:     {;app.c: 374:         led3On();
  9910  0633  25CD  3180         	fcall	_led3On
  9911                           
  9912                           ;app.c: 375:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9913  0635  3082               	movlw	130
  9914  0636  0140               	movlb	0	; select bank0
  9915  0637  00CC               	movwf	??_ledBatteryCharging
  9916  0638  30DD               	movlw	221
  9917  0639                     u2877:	
  9918  0639  0B89               	decfsz	9,f
  9919  063A  2E39               	goto	u2877
  9920  063B  0BCC               	decfsz	??_ledBatteryCharging,f
  9921  063C  2E39               	goto	u2877
  9922  063D  3200               	nop2
  9923                           
  9924                           ;app.c: 376:         led3Off();
  9925  063E  25BC  3180         	fcall	_led3Off
  9926                           
  9927                           ;app.c: 377:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9928  0640  3082               	movlw	130
  9929  0641  0140               	movlb	0	; select bank0
  9930  0642  00CC               	movwf	??_ledBatteryCharging
  9931  0643  30DD               	movlw	221
  9932  0644                     u2887:	
  9933  0644  0B89               	decfsz	9,f
  9934  0645  2E44               	goto	u2887
  9935  0646  0BCC               	decfsz	??_ledBatteryCharging,f
  9936  0647  2E44               	goto	u2887
  9937  0648  3200               	nop2
  9938                           
  9939                           ;app.c: 378:         led3On();
  9940  0649  25CD  3180         	fcall	_led3On
  9941                           
  9942                           ;app.c: 379:         _delay((unsigned long)((400)*(1000000/4000.0)));
  9943  064B  3082               	movlw	130
  9944  064C  0140               	movlb	0	; select bank0
  9945  064D  00CC               	movwf	??_ledBatteryCharging
  9946  064E  30DD               	movlw	221
  9947  064F                     u2897:	
  9948  064F  0B89               	decfsz	9,f
  9949  0650  2E4F               	goto	u2897
  9950  0651  0BCC               	decfsz	??_ledBatteryCharging,f
  9951  0652  2E4F               	goto	u2897
  9952  0653  3200               	nop2
  9953                           
  9954                           ;app.c: 380:         led3Off();
  9955  0654  25BC  3180         	fcall	_led3Off
  9956                           
  9957                           ;app.c: 381:         led2Off();
  9958  0656  25B8  3180         	fcall	_led2Off
  9959                           
  9960                           ;app.c: 382:         led1Off();
  9961  0658  2DC4               	ljmp	l3881
  9962  0659                     __end_of_PWM3_LoadDutyValue:	
  9963  0659                     __ptext35:	
  9964 ;; *************** function _ADC_GetConversion *****************
  9965 ;; Defined at:
  9966 ;;		line 110 in file "mcc_generated_files/adc.c"
  9967 ;; Parameters:    Size  Location     Type
  9968 ;;  channel         1    wreg     enum E6599
  9969 ;; Auto vars:     Size  Location     Type
  9970 ;;  channel         1    3[BANK0 ] enum E6599
  9971 ;; Return value:  Size  Location     Type
  9972 ;;                  2    0[BANK0 ] unsigned int 
  9973 ;; Registers used:
  9974 ;;		wreg, status,2, status,0
  9975 ;; Tracked objects:
  9976 ;;		On entry : 0/11
  9977 ;;		On exit  : 3F/0
  9978 ;;		Unchanged: 0/0
  9979 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
  9980 ;;      Params:         0       2       0       0       0       0       0       0
  9981 ;;      Locals:         0       1       0       0       0       0       0       0
  9982 ;;      Temps:          0       1       0       0       0       0       0       0
  9983 ;;      Totals:         0       4       0       0       0       0       0       0
  9984 ;;Total ram usage:        4 bytes
  9985 ;; Hardware stack levels used:    1
  9986 ;; Hardware stack levels required when called:    5
  9987 ;; This function calls:
  9988 ;;		Nothing
  9989 ;; This function is called by:
  9990 ;;		_batteryGetStatus
  9991 ;;		_ledBatteryCharging
  9992 ;; This function uses a non-reentrant model
  9993 ;;
  9994                           
  9995                           
  9996                           ;psect for function _ADC_GetConversion
  9997  0659                     _ADC_GetConversion:	
  9998                           
  9999                           ;incstack = 0
 10000                           ; Regs used in _ADC_GetConversion: [wreg+status,2+status,0]
 10001                           ;ADC_GetConversion@channel stored from wreg
 10002  0659  0140               	movlb	0	; select bank0
 10003  065A  00CB               	movwf	ADC_GetConversion@channel
 10004                           
 10005                           ;mcc_generated_files/adc.c: 110: adc_result_t ADC_GetConversion(adc_channel_t channel);m
      +                          cc_generated_files/adc.c: 111: {;mcc_generated_files/adc.c: 113:     ADCON0bits.CHS = ch
      +                          annel;
 10006  065B  00CA               	movwf	??_ADC_GetConversion
 10007  065C  0DCA               	rlf	??_ADC_GetConversion,f
 10008  065D  0DCA               	rlf	??_ADC_GetConversion,f
 10009  065E  0141               	movlb	1	; select bank1
 10010  065F  081D               	movf	29,w	;volatile
 10011  0660  0140               	movlb	0	; select bank0
 10012  0661  064A               	xorwf	??_ADC_GetConversion,w
 10013  0662  3903               	andlw	-253
 10014  0663  064A               	xorwf	??_ADC_GetConversion,w
 10015  0664  0141               	movlb	1	; select bank1
 10016  0665  009D               	movwf	29	;volatile
 10017                           
 10018                           ;mcc_generated_files/adc.c: 116:     ADCON0bits.ADON = 1;
 10019  0666  141D               	bsf	29,0	;volatile
 10020                           
 10021                           ;mcc_generated_files/adc.c: 119:     _delay((unsigned long)((5)*(1000000/4000000.0)));
 10022  0667  0000               	nop
 10023                           
 10024                           ;mcc_generated_files/adc.c: 122:     ADCON0bits.GOnDONE = 1;
 10025  0668  0141               	movlb	1	; select bank1
 10026  0669  149D               	bsf	29,1	;volatile
 10027  066A                     l328:	
 10028                           ;mcc_generated_files/adc.c: 126:     {;mcc_generated_files/adc.c: 127:     }
 10029                           
 10030                           
 10031                           ;mcc_generated_files/adc.c: 125:     while (ADCON0bits.GOnDONE)
 10032  066A  189D               	btfsc	29,1	;volatile
 10033  066B  2E6A               	goto	l328
 10034                           
 10035                           ;mcc_generated_files/adc.c: 130:     return ((adc_result_t)((ADRESH << 8) + ADRESL));
 10036  066C  081C               	movf	28,w	;volatile
 10037  066D  0140               	movlb	0	; select bank0
 10038  066E  00C9               	movwf	?_ADC_GetConversion+1
 10039  066F  01C8               	clrf	?_ADC_GetConversion
 10040  0670  0141               	movlb	1	; select bank1
 10041  0671  081B               	movf	27,w	;volatile
 10042  0672  0140               	movlb	0	; select bank0
 10043  0673  07C8               	addwf	?_ADC_GetConversion,f
 10044  0674  1803               	skipnc
 10045  0675  0AC9               	incf	?_ADC_GetConversion+1,f
 10046  0676  0008               	return
 10047  0677                     __end_of_ADC_GetConversion:	
 10048  0677                     __ptext27:	
 10049 ;; *************** function _storeValues *****************
 10050 ;; Defined at:
 10051 ;;		line 202 in file "app.c"
 10052 ;; Parameters:    Size  Location     Type
 10053 ;;		None
 10054 ;; Auto vars:     Size  Location     Type
 10055 ;;		None
 10056 ;; Return value:  Size  Location     Type
 10057 ;;                  1    wreg      void 
 10058 ;; Registers used:
 10059 ;;		wreg, fsr1l, fsr1h, status,2, status,0, pclath, cstack
 10060 ;; Tracked objects:
 10061 ;;		On entry : 3B/0
 10062 ;;		On exit  : 3F/0
 10063 ;;		Unchanged: 0/0
 10064 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10065 ;;      Params:         0       0       0       0       0       0       0       0
 10066 ;;      Locals:         0       0       0       0       0       0       0       0
 10067 ;;      Temps:          0       0       0       0       0       0       0       0
 10068 ;;      Totals:         0       0       0       0       0       0       0       0
 10069 ;;Total ram usage:        0 bytes
 10070 ;; Hardware stack levels used:    1
 10071 ;; Hardware stack levels required when called:    6
 10072 ;; This function calls:
 10073 ;;		_eraseFlashData
 10074 ;;		_writeFlashData
 10075 ;; This function is called by:
 10076 ;;		_main
 10077 ;;		_initValues
 10078 ;;		_modeChangeTime
 10079 ;; This function uses a non-reentrant model
 10080 ;;
 10081                           
 10082                           
 10083                           ;psect for function _storeValues
 10084  0677                     _storeValues:	
 10085                           
 10086                           ;app.c: 204:     eraseFlashData(0xEC0,sizeof(APP_CONFIG));
 10087                           
 10088                           ;incstack = 0
 10089                           ; Regs used in _storeValues: [wreg+fsr1l+fsr1h+status,2+status,0+pclath+cstack]
 10090  0677  30C0               	movlw	192
 10091  0678  0140               	movlb	0	; select bank0
 10092  0679  00C8               	movwf	eraseFlashData@add
 10093  067A  300E               	movlw	14
 10094  067B  00C9               	movwf	eraseFlashData@add+1
 10095  067C  01CA               	clrf	eraseFlashData@size
 10096  067D  0ACA               	incf	eraseFlashData@size,f
 10097  067E  01CB               	clrf	eraseFlashData@size+1
 10098  067F  318D  25A3  3180   	fcall	_eraseFlashData
 10099                           
 10100                           ;app.c: 205:     writeFlashData(0xEC0,app.app_config_raw,sizeof(APP_CONFIG));
 10101  0682  30C0               	movlw	192
 10102  0683  00C8               	movwf	writeFlashData@add
 10103  0684  300E               	movlw	14
 10104  0685  00C9               	movwf	writeFlashData@add+1
 10105  0686  3047               	movlw	(low (_app| 0))& (0+255)
 10106  0687  00CA               	movwf	writeFlashData@data_w14b
 10107  0688  01CB               	clrf	writeFlashData@size
 10108  0689  0ACB               	incf	writeFlashData@size,f
 10109  068A  01CC               	clrf	writeFlashData@size+1
 10110  068B  318D  25ED         	fcall	_writeFlashData
 10111                           
 10112                           ;app.c: 206:     flag_update_mem = 0;
 10113  068D  01F8               	clrf	_flag_update_mem	;volatile
 10114  068E  0008               	return
 10115  068F                     __end_of_storeValues:	
 10116  068F                     __ptext22:	
 10117 ;; *************** function _PWM4_LoadDutyValue *****************
 10118 ;; Defined at:
 10119 ;;		line 72 in file "mcc_generated_files/pwm4.c"
 10120 ;; Parameters:    Size  Location     Type
 10121 ;;  dutyValue       2    0[BANK0 ] unsigned int 
 10122 ;; Auto vars:     Size  Location     Type
 10123 ;;		None
 10124 ;; Return value:  Size  Location     Type
 10125 ;;                  1    wreg      void 
 10126 ;; Registers used:
 10127 ;;		wreg, status,2, status,0
 10128 ;; Tracked objects:
 10129 ;;		On entry : 3F/0
 10130 ;;		On exit  : 3F/6
 10131 ;;		Unchanged: 0/0
 10132 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10133 ;;      Params:         0       2       0       0       0       0       0       0
 10134 ;;      Locals:         0       0       0       0       0       0       0       0
 10135 ;;      Temps:          0       2       0       0       0       0       0       0
 10136 ;;      Totals:         0       4       0       0       0       0       0       0
 10137 ;;Total ram usage:        4 bytes
 10138 ;; Hardware stack levels used:    1
 10139 ;; Hardware stack levels required when called:    5
 10140 ;; This function calls:
 10141 ;;		Nothing
 10142 ;; This function is called by:
 10143 ;;		_led2On
 10144 ;;		_led2Off
 10145 ;;		_ledRestore
 10146 ;; This function uses a non-reentrant model
 10147 ;;
 10148                           
 10149                           
 10150                           ;psect for function _PWM4_LoadDutyValue
 10151  068F                     _PWM4_LoadDutyValue:	
 10152  068F                     l3861:	
 10153                           ;incstack = 0
 10154                           ; Regs used in _PWM4_LoadDutyValue: [wreg+status,2+status,0]
 10155                           
 10156                           
 10157                           ;mcc_generated_files/pwm4.c: 72:  void PWM4_LoadDutyValue(uint16_t dutyValue);mcc_genera
      +                          ted_files/pwm4.c: 73:  {;mcc_generated_files/pwm4.c: 75:      PWM4DCH = (dutyValue & 0x0
      +                          3FC)>>2;
 10158  068F  0849               	movf	PWM4_LoadDutyValue@dutyValue+1,w
 10159  0690  00CB               	movwf	??_PWM4_LoadDutyValue+1
 10160  0691  0848               	movf	PWM4_LoadDutyValue@dutyValue,w
 10161  0692  00CA               	movwf	??_PWM4_LoadDutyValue
 10162  0693  36CB               	lsrf	??_PWM4_LoadDutyValue+1,f
 10163  0694  0CCA               	rrf	??_PWM4_LoadDutyValue,f
 10164  0695  36CB               	lsrf	??_PWM4_LoadDutyValue+1,f
 10165  0696  0CCA               	rrf	??_PWM4_LoadDutyValue,f
 10166  0697  084A               	movf	??_PWM4_LoadDutyValue,w
 10167  0698  0146               	movlb	6	; select bank6
 10168  0699  0099               	movwf	25	;volatile
 10169                           
 10170                           ;mcc_generated_files/pwm4.c: 78:      PWM4DCL = (dutyValue & 0x0003)<<6;
 10171  069A  0140               	movlb	0	; select bank0
 10172  069B  0848               	movf	PWM4_LoadDutyValue@dutyValue,w
 10173  069C  3903               	andlw	3
 10174  069D  00CA               	movwf	??_PWM4_LoadDutyValue
 10175  069E  0CCA               	rrf	??_PWM4_LoadDutyValue,f
 10176  069F  0CCA               	rrf	??_PWM4_LoadDutyValue,f
 10177  06A0  0C4A               	rrf	??_PWM4_LoadDutyValue,w
 10178  06A1  39C0               	andlw	192
 10179  06A2  0146               	movlb	6	; select bank6
 10180  06A3  0098               	movwf	24	;volatile
 10181  06A4  0008               	return
 10182  06A5                     __end_of_PWM4_LoadDutyValue:	
 10183  06A5                     __ptext19:	
 10184 ;; *************** function _PWM5_LoadDutyValue *****************
 10185 ;; Defined at:
 10186 ;;		line 72 in file "mcc_generated_files/pwm5.c"
 10187 ;; Parameters:    Size  Location     Type
 10188 ;;  dutyValue       2    0[BANK0 ] unsigned int 
 10189 ;; Auto vars:     Size  Location     Type
 10190 ;;		None
 10191 ;; Return value:  Size  Location     Type
 10192 ;;                  1    wreg      void 
 10193 ;; Registers used:
 10194 ;;		wreg, status,2, status,0
 10195 ;; Tracked objects:
 10196 ;;		On entry : 3F/0
 10197 ;;		On exit  : 3F/6
 10198 ;;		Unchanged: 0/0
 10199 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 10200 ;;      Params:         0       2       0       0       0       0       0       0
 10201 ;;      Locals:         0       0       0       0       0       0       0       0
 10202 ;;      Temps:          0       2       0       0       0       0       0       0
 10203 ;;      Totals:         0       4       0       0       0       0       0       0
 10204 ;;Total ram usage:        4 bytes
 10205 ;; Hardware stack levels used:    1
 10206 ;; Hardware stack levels required when called:    5
 10207 ;; This function calls:
 10208 ;;		Nothing
 10209 ;; This function is called by:
 10210 ;;		_led3On
 10211 ;;		_led3Off
 10212 ;;		_ledRestore
 10213 ;; This function uses a non-reentrant model
 10214 ;;
 10215                           
 10216                           
 10217                           ;psect for function _PWM5_LoadDutyValue
 10218  06A5                     _PWM5_LoadDutyValue:	
 10219  06A5                     l3863:	
 10220                           ;incstack = 0
 10221                           ; Regs used in _PWM5_LoadDutyValue: [wreg+status,2+status,0]
 10222                           
 10223                           
 10224                           ;mcc_generated_files/pwm5.c: 72:  void PWM5_LoadDutyValue(uint16_t dutyValue);mcc_genera
      +                          ted_files/pwm5.c: 73:  {;mcc_generated_files/pwm5.c: 75:      PWM5DCH = (dutyValue & 0x0
      +                          3FC)>>2;
 10225  06A5  0849               	movf	PWM5_LoadDutyValue@dutyValue+1,w
 10226  06A6  00CB               	movwf	??_PWM5_LoadDutyValue+1
 10227  06A7  0848               	movf	PWM5_LoadDutyValue@dutyValue,w
 10228  06A8  00CA               	movwf	??_PWM5_LoadDutyValue
 10229  06A9  36CB               	lsrf	??_PWM5_LoadDutyValue+1,f
 10230  06AA  0CCA               	rrf	??_PWM5_LoadDutyValue,f
 10231  06AB  36CB               	lsrf	??_PWM5_LoadDutyValue+1,f
 10232  06AC  0CCA               	rrf	??_PWM5_LoadDutyValue,f
 10233  06AD  084A               	movf	??_PWM5_LoadDutyValue,w
 10234  06AE  0146               	movlb	6	; select bank6
 10235  06AF  009D               	movwf	29	;volatile
 10236                           
 10237                           ;mcc_generated_files/pwm5.c: 78:      PWM5DCL = (dutyValue & 0x0003)<<6;
 10238  06B0  0140               	movlb	0	; select bank0
 10239  06B1  0848               	movf	PWM5_LoadDutyValue@dutyValue,w
 10240  06B2  3903               	andlw	3
 10241  06B3  00CA               	movwf	??_PWM5_LoadDutyValue
 10242  06B4  0CCA               	rrf	??_PWM5_LoadDutyValue,f
 10243  06B5  0CCA               	rrf	??_PWM5_LoadDutyValue,f
 10244  06B6  0C4A               	rrf	??_PWM5_LoadDutyValue,w
 10245  06B7  39C0               	andlw	192
 10246  06B8  0146               	movlb	6	; select bank6
 10247  06B9  009C               	movwf	28	;volatile
 10248  06BA  0008               	return
 10249  06BB                     __end_of_PWM5_LoadDutyValue:	
